,sentence,sentence_confidence,start_time,end_time,date,original_audio
20," I think it's not Cass so much and not to judge Bryson. It's it's, it's a, it's a hot pockets, and course thing, right?",0.9131169319152832,0 days 00:04:30,0 days 00:04:37.600000,05/20/21,210520_001_me.wav
21, Can hear your answer was these two kids are annoying like really?,0.7780372500419617,0 days 00:04:43.300000,0 days 00:04:52.700000,05/20/21,210520_001_me.wav
22," I think it's the cops like grapple with the instruments but it's also like I think it's probably easier that much easier than violin is cuz you have like much more room and in the process of lotto results for like you're generally thing simply pots and what is moves like a feeling more? Like my answers on Steve, Blum. Boom. Boom. Boom.",0.9349124431610107,0 days 00:04:53.900000,0 days 00:05:24,05/20/21,210520_001_me.wav
23, Google. Can I carry a knife?,0.7432756423950195,0 days 00:05:26.300000,0 days 00:05:28.400000,05/20/21,210520_001_me.wav
24, You're the best Genie. Yes. It's so good. All of them.,0.853684663772583,0 days 00:05:29.100000,0 days 00:05:33,05/20/21,210520_001_me.wav
25," Eric, I think your your phone is in COD.",0.7974663376808167,0 days 00:05:35.700000,0 days 00:05:38.800000,05/20/21,210520_001_me.wav
26," Alright, I think the other contract phones. Have you eaten? Have you eaten anything? She has like three tiny pin, right? And offer it to go to eat some more stuff. I like like at like 4:30. I ain't like, I'm so I'm like, I'm not sure if we should go out to eat that or doing it. We can try frying it.",0.936306893825531,0 days 00:05:41.100000,0 days 00:06:07.700000,05/20/21,210520_001_me.wav
27," Oh, I know but like a few pieces and it was really tasty and everything.",0.9616716504096985,0 days 00:06:08.800000,0 days 00:06:12.700000,05/20/21,210520_001_me.wav
28, No.,0.7834806442260742,0 days 00:06:14,0 days 00:06:14.400000,05/20/21,210520_001_me.wav
29," Do you want to eat some? I know how you haven't eaten dinner, right?",0.8186267018318176,0 days 00:06:15.600000,0 days 00:06:19.400000,05/20/21,210520_001_me.wav
30," Have you eaten there? I told you, I ate like a shit ton of sets off at 4:30, and I'm home now, and I ate already two, three piece of fried chicken. I had about Eric 33, know, if she doesn't want to eat the rest of them fried chicken, so, sorry, again. Have you noticed?",0.943977952003479,0 days 00:06:20.600000,0 days 00:06:41.700000,05/20/21,210520_001_me.wav
31, Are you recording? I'm recording everything.,0.879953920841217,0 days 00:06:42.700000,0 days 00:06:45.200000,05/20/21,210520_001_me.wav
32," Because I'm building a you can't tell anyone about this linguistic representation, on my mind.",0.9129081964492798,0 days 00:06:47,0 days 00:06:56.600000,05/20/21,210520_001_me.wav
33," Witness or they bought but like a language. Yes, and neural network.",0.7545525431632996,0 days 00:06:57.900000,0 days 00:07:02.200000,05/20/21,210520_001_me.wav
34, The groundbreaking idea.,0.9236355423927307,0 days 00:07:06.300000,0 days 00:07:07.900000,05/20/21,210520_001_me.wav
35," I'm always everything, I'm everything. I'm a mathematician, a poet's. I'm a s, a r. I a linguist. I'm a philosophy. Major. I'm a psychologist.",0.9184553623199463,0 days 00:07:20.900000,0 days 00:07:32.600000,05/20/21,210520_001_me.wav
36, Machine learning.,0.5458605885505676,0 days 00:07:35.200000,0 days 00:07:39.600000,05/20/21,210520_001_me.wav
37, Dinner.,0.31498825550079346,0 days 00:07:42.900000,0 days 00:07:43.400000,05/20/21,210520_001_me.wav
0,"This is purely for a machine. So we'll see if it does. This is a really interesting spy experiments. If it's a wallet full of times and record myself until I can. Now, I feel like I would, I feel like a journalist. I feel like I'm like, kind of like moving through the Wild and exciting like pushing boundaries and I felt like I was in Jordan, you know, when I was like I was like walking this thing and I was like discovering something happens and hidden functions and I'm like and they do stuff. So like this is why I like I want to do the job of the c s cuz I want to like reports and right on the states of the wall, you know in the state of mind and hit and passes. And I want to expose things, but it was someone like to buy theater in literature. Is it currently know anyting?",0.9631892442703247,0 days 00:00:00.700000,0 days 00:00:54.300000,05/20/21,210520_002_me.wav
1,That's why.,0.919037938117981,0 days 00:00:55,0 days 00:00:56,05/20/21,210520_002_me.wav
2, Finder of patent.,0.7302681803703308,0 days 00:00:58.700000,0 days 00:01:00.300000,05/20/21,210520_002_me.wav
3, I did already.,0.9676554799079895,0 days 00:01:03.700000,0 days 00:01:04.500000,05/20/21,210520_002_me.wav
4, Literally calling. So I was just waiting for him.,0.7178417444229126,0 days 00:01:06.800000,0 days 00:01:10.400000,05/20/21,210520_002_me.wav
5, What?,0.5455416440963745,0 days 00:01:11.500000,0 days 00:01:11.900000,05/20/21,210520_002_me.wav
6, It works a lot.,0.72529137134552,0 days 00:01:16.400000,0 days 00:01:17.200000,05/20/21,210520_002_me.wav
7," What if they want food food on? I feel like he's doing the economic development, Indiana.",0.8633406758308411,0 days 00:01:20.600000,0 days 00:01:29.200000,05/20/21,210520_002_me.wav
8," PhD in private Equity, of course, as well.",0.8787431120872498,0 days 00:01:30.100000,0 days 00:01:33,05/20/21,210520_002_me.wav
9, I really hope he goes that way and it doesn't just go to the private-equity way.,0.8444861173629761,0 days 00:01:40.500000,0 days 00:01:44.600000,05/20/21,210520_002_me.wav
10, No. He wants us to come over there any way he always does.,0.7448612451553345,0 days 00:01:45.900000,0 days 00:01:49.700000,05/20/21,210520_002_me.wav
11, You ain't like me.,0.5920441150665283,0 days 00:01:51.400000,0 days 00:01:52.300000,05/20/21,210520_002_me.wav
12, I've never host.,0.8382136821746826,0 days 00:01:54.800000,0 days 00:01:56,05/20/21,210520_002_me.wav
13," I'm not growing up, but I do not like my house at all.",0.8665212988853455,0 days 00:01:59.600000,0 days 00:02:03.600000,05/20/21,210520_002_me.wav
14, You know.,0.9564600586891174,0 days 00:02:04.800000,0 days 00:02:05.300000,05/20/21,210520_002_me.wav
15, A stripes with stress right now.,0.6801035404205322,0 days 00:02:09.900000,0 days 00:02:15.400000,05/20/21,210520_002_me.wav
16, Can you stop?,0.8587391972541809,0 days 00:02:24.700000,0 days 00:02:25.800000,05/20/21,210520_002_me.wav
17, It's nice to be outside.,0.9722952842712402,0 days 00:02:27,0 days 00:02:28.100000,05/20/21,210520_002_me.wav
18," It's like they're actually just like puss than the one that died like that consoles and you like in line. When your face is just unbelievable. It just is, I didn't read any of you have today.",0.9076005816459656,0 days 00:02:33.400000,0 days 00:02:47.700000,05/20/21,210520_002_me.wav
19, Octopie. This is it's really hard to read after drinking like a drink. You have to drink at the Epic keep on drinking.,0.9538900256156921,0 days 00:02:55.400000,0 days 00:03:02.400000,05/20/21,210520_002_me.wav
20," It just accomplished how quick that minds must walk to be able to move through space in like 3D motion around like objects, that a protein, like incredibly quickly.",0.8708999156951904,0 days 00:03:06.600000,0 days 00:03:16.800000,05/20/21,210520_002_me.wav
21," Yeah, we think that way Superior in the mines, kind of crazy that like fall Superior in many ways.",0.9110983610153198,0 days 00:03:24,0 days 00:03:30.700000,05/20/21,210520_002_me.wav
22," If you like I had to do Survivor, be friends with and travel around with the backpack in the basket full of like. And what you do is that you saw, those, a market economy of absence on the Survivor.",0.9064410924911499,0 days 00:03:32.300000,0 days 00:03:47.300000,05/20/21,210520_002_me.wav
23, You like dropped on an island and you have to survive.,0.9349701404571533,0 days 00:03:49.800000,0 days 00:03:52.500000,05/20/21,210520_002_me.wav
24, Fortnite.,0.8142446279525757,0 days 00:03:54.400000,0 days 00:03:57.100000,05/20/21,210520_002_me.wav
25, I think I think that was survivor's. I might be completely wrong.,0.8543155193328857,0 days 00:03:58.800000,0 days 00:04:02.900000,05/20/21,210520_002_me.wav
26, Is this legal?,0.8777263760566711,0 days 00:04:08.400000,0 days 00:04:09.300000,05/20/21,210520_002_me.wav
27, Me too. I think it's going to be last novel after in like at in the hall. So I can start going to start getting tedious at some point.,0.9090408682823181,0 days 00:04:21.800000,0 days 00:04:31.300000,05/20/21,210520_002_me.wav
28," Okay, one thing you have to watch her. You have to watch her. It's like, I see a little inspiration in many ways. It.",0.8734378814697266,0 days 00:04:34.600000,0 days 00:04:41.700000,05/20/21,210520_002_me.wav
29," Okay with you, when Ashley. I was it just me me.",0.5589920282363892,0 days 00:04:43.300000,0 days 00:04:48.200000,05/20/21,210520_002_me.wav
30, What's your like a rabbit? That's what you're doing for like a,0.8419985771179199,0 days 00:04:52.400000,0 days 00:05:05.100000,05/20/21,210520_002_me.wav
31, like a beautiful film like us and then we'll have the,0.8751733899116516,0 days 00:05:06.100000,0 days 00:05:10.400000,05/20/21,210520_002_me.wav
32," and when you pick your tree with the dangling,",0.872871994972229,0 days 00:05:16.200000,0 days 00:05:18.400000,05/20/21,210520_002_me.wav
33," It is yeah. I know. Remember what you yeah, I remember what you're referencing. It's just kind of hanging there in a different set of Articles Faith. Almost.",0.8988504409790039,0 days 00:05:21,0 days 00:05:35.400000,05/20/21,210520_002_me.wav
0,"yeah, I said how how you",0.6573181748390198,0 days 00:00:08.600000,0 days 00:00:10,05/20/21,210520_003_me.wav
1, what are you watching?,0.8195590972900391,0 days 00:00:11.200000,0 days 00:00:11.800000,05/20/21,210520_003_me.wav
2, What kind of phone what kind of thing and Carmen act like they don't know?,0.7633589506149292,0 days 00:00:22.300000,0 days 00:00:27.600000,05/20/21,210520_003_me.wav
3," Trailers, just look at stocks picks daughters. Feel like you know, if like, you know, like in the Indian Max, an Indian Matchmaker, you know, what like that the lady come and then she liked makes entire portfolio, the whole thing and then they sell the wife pretty much in the same way. That's the way they just beautify and make the slides and appoint people, you should pay attention to this.",0.9494213461875916,0 days 00:00:33,0 days 00:01:05.500000,05/20/21,210520_003_me.wav
4," They know a lot of people like to do, just they just languish like on the app. Yeah. I know that.",0.8659415245056152,0 days 00:01:07,0 days 00:01:20.600000,05/20/21,210520_003_me.wav
5," Yeah, I know. It's crazy.",0.9211524724960327,0 days 00:01:29.800000,0 days 00:01:32.300000,05/20/21,210520_003_me.wav
6," I finished my math class today with school, and I need to stop at the same time. So I'm going to be continuing to finish reading 1, textbook tonight. Pick up another one and I have to, I'm trying to learn this new textbook. Now. It's like vacations of linear algebra in matrix, multiplication in machine learning. I just have to learn this yet. If I'm going to work on myself for like a year and then clocks in massive amounts of line. Which date is like spoken language Jason. And it's not like I'm going to try to create a real with me in the machine. And again, see if they can, like make linguistic model of the Mind are like machine. Learning how to build like a machine axle. Yeah. I'm going to",0.9516974687576294,0 days 00:01:45.200000,0 days 00:02:41.500000,05/20/21,210520_003_me.wav
7," And that is, I sold it. I got I got, I got like all different kind of frequency coughing. So I am only willing you recording my voice. So that's going to be fun. See what that loudly might be some reason for every member the interesting psycho psychologie applications, you know, I'm in doing this kind of like a real data. I mean breakthrough Child Development sort of like Bobby from the biggest Foundation. He's like did it 3 months of like a recorder with a baby to pick up like fast like a syllables and stuff and then they like a bunch of people transcribed it and stuff and like that was like break through. This is like the costs and I can do everything myself and myself.",0.9568494558334351,0 days 00:02:43,0 days 00:03:31.300000,05/20/21,210520_003_me.wav
8, You could do like a hundred different psychological experiments of the same.,0.9129653573036194,0 days 00:03:32.200000,0 days 00:03:35.100000,05/20/21,210520_003_me.wav
9," Machine axle is going to be insane. Yeah, but yeah, keep it on the low.",0.9087599515914917,0 days 00:03:36.800000,0 days 00:03:41.400000,05/20/21,210520_003_me.wav
10," I think there are a lot of applications, so I might, I might figure out it was some kind of company around that later on. We'll see the comedian.",0.8924025893211365,0 days 00:03:49.200000,0 days 00:04:02.400000,05/20/21,210520_003_me.wav
11, It's wild. It's it's going to be insane.,0.8924043774604797,0 days 00:04:02.900000,0 days 00:04:05.700000,05/20/21,210520_003_me.wav
12," Think, I think I will, and I think it's going to be like a fascinating. You know, I'm just going to be like the complete like it in your voice, it in some way somehow, right? It will pick up on the way in which I responded to you in real life. Be able to respond in some of the Fashions because it was instead of talking to that. So probably distribution in the area. So delete everything on that and I'm doing speech to text off my ass so I can guess it's going to be really cool if you're going to be really cool.",0.9276740550994873,0 days 00:04:06.800000,0 days 00:04:50.200000,05/20/21,210520_003_me.wav
13," I bet you can just gave no it's it's from substitute, some reached out to $200 an hour and 14 of them. Who is this.",0.8548918962478638,0 days 00:04:55.800000,0 days 00:05:19.300000,05/20/21,210520_003_me.wav
14, I thought it was like a scam. That should she choose it for like kids. It's cuz I got like 40 bucks.,0.7793046832084656,0 days 00:05:21.800000,0 days 00:05:27.300000,05/20/21,210520_003_me.wav
15, Granite's though. It's okay. I feel like I'm ripping off. I have to give you something more. So like do you want me to do something for you?,0.864156186580658,0 days 00:05:37.300000,0 days 00:05:53.400000,05/20/21,210520_003_me.wav
16," Yeah, I mean this is like econometrics is one. That's like super well-documented if I go online and that you have everything on.",0.9264119267463684,0 days 00:05:57.500000,0 days 00:06:03.700000,05/20/21,210520_003_me.wav
17," So what are you going to do with the with the with the, with all the cash?",0.9293833374977112,0 days 00:06:07.400000,0 days 00:06:11.300000,05/20/21,210520_003_me.wav
18," and I just like,",0.8390777111053467,0 days 00:06:16.400000,0 days 00:06:17.300000,05/20/21,210520_003_me.wav
19," When somebody like you just be expensive, you came up with all this is what like $5 and I'm like, this is probably like a lot of money for them know. You're going to like this fly out of my income closet right away.",0.9195558428764343,0 days 00:06:18.600000,0 days 00:06:34.300000,05/20/21,210520_003_me.wav
20, Do you want to grab a drink of some kind?,0.9340813755989075,0 days 00:06:38,0 days 00:06:39.700000,05/20/21,210520_003_me.wav
21," if I immediately that the first thing I thought,",0.7993661165237427,0 days 00:06:44.400000,0 days 00:06:46.900000,05/20/21,210520_003_me.wav
22, Yep. I love that you love. Slim Jims today.,0.9560349583625793,0 days 00:06:53.100000,0 days 00:06:55.900000,05/20/21,210520_003_me.wav
23, You kind of like a Slim Jim?,0.6493304371833801,0 days 00:06:57.400000,0 days 00:06:59,05/20/21,210520_003_me.wav
24, What the hell is Emily doing? What you do in the summer?,0.6576075553894043,0 days 00:07:04.200000,0 days 00:07:08.600000,05/20/21,210520_003_me.wav
25," Oh, yeah.",0.9374443292617798,0 days 00:07:11.500000,0 days 00:07:12.500000,05/20/21,210520_003_me.wav
26," Are you online and then ship? Oh my God, that's that's like the best passive. Just, you know, you don't even have to like it. Are you going to go up to? Are you going to go up to Dartmouth and stay with her? For some time? Or you can try to like again?",0.957767128944397,0 days 00:07:16.900000,0 days 00:07:35.200000,05/20/21,210520_003_me.wav
27, 12. I mean you can just say that right? Or is it like and what they hate me?,0.7898479700088501,0 days 00:07:36.900000,0 days 00:08:01.500000,05/20/21,210520_003_me.wav
28," It takes, it takes a little bit for the friends to like.",0.9466997981071472,0 days 00:08:03.400000,0 days 00:08:06.200000,05/20/21,210520_003_me.wav
29, Most amazing. I think friends are looking treat by like drama.,0.8743692636489868,0 days 00:08:08.700000,0 days 00:08:11.900000,05/20/21,210520_003_me.wav
30," It's not, it's kind of like funny, you know, in some way. And so that like it's it's it's just before me that. But at the same time that like that makes you even more intriguing somehow.",0.8586385250091553,0 days 00:08:13,0 days 00:08:21,05/20/21,210520_003_me.wav
31," Not know nothing but fat for other people around. And yeah, I think it's specially when it's like not like to Serious like really serious. Then you just like that sucks. But if it's like it like",0.8182969093322754,0 days 00:08:24,0 days 00:08:37.400000,05/20/21,210520_003_me.wav
32, It is it's that's exactly what's going to be.,0.9303870797157288,0 days 00:08:49.300000,0 days 00:08:52.200000,05/20/21,210520_003_me.wav
33," Not I'm not sure. I'm only telling you I'm playing this, I don't like computers that cuz if it if it stops cuz if it's in the daytime like, no, I'm going to the cat in the bunch of passes through when liquid at, because of the way. This we're going to randomly put in to come and plus. I don't have a GPU weeks actually like a little bit.",0.940504252910614,0 days 00:08:55.600000,0 days 00:09:27,05/20/21,210520_003_me.wav
34," Don't try to be like, five things at a time. So I can't like afford to so I just would have signed my hat. My, my brains like running, when he goes to bed. So I'm like, I'm thought I had to do this. So I get off in the walk for another 4 hours and then go back. And then I wake up in the night. Yeah, I tried probably shouldn't tell you because I knew feel guilty and I should just lie.",0.9468728303909302,0 days 00:09:30.200000,0 days 00:09:47.900000,05/20/21,210520_003_me.wav
35," I want to sleep, but I can't because my brain is just like it's like you be awake all the time and brain stops like walking and just like this.",0.9124438166618347,0 days 00:09:49.100000,0 days 00:09:59.800000,05/20/21,210520_003_me.wav
36, Vivid developments in East Taunton. Patrick in real life.,0.7523975372314453,0 days 00:10:15.100000,0 days 00:10:17.700000,05/20/21,210520_003_me.wav
37," Don't know, you know, I'd really like said it was something like a hot tub with him in Palm Springs, and he was like, any normal to pee in pools and stuff.",0.9057072997093201,0 days 00:10:26.200000,0 days 00:10:35.200000,05/20/21,210520_003_me.wav
38," I'm not saying it's right, but it is. I know that doesn't mean that it's like it's kind of like horrible. I hate it.",0.943899929523468,0 days 00:10:36.800000,0 days 00:10:52.800000,05/20/21,210520_003_me.wav
39, I used to like to put that shit.,0.8533123731613159,0 days 00:10:58.300000,0 days 00:11:00.500000,05/20/21,210520_003_me.wav
40, By accidently.,0.8412949442863464,0 days 00:11:03.300000,0 days 00:11:04.200000,05/20/21,210520_003_me.wav
41," It's kind of crazy. It's like in like a normal size pool that has like some, like, 40 gallons of passive likes of a shit like the way they punch. Why would you pee in your pool though?",0.8622608184814453,0 days 00:11:05.700000,0 days 00:11:21.100000,05/20/21,210520_003_me.wav
42," Ocean, or I can like, that's fine cuz like some kind of like fresh or whatever and doesn't like diluted. I'm continuously not necessarily.",0.8982294201850891,0 days 00:11:21.800000,0 days 00:11:36.600000,05/20/21,210520_003_me.wav
43," But takes a while for it to like the ocean. Not mean for that. Water needs. Probably just like comes out. Sometimes, I don't think they ever have to like it contain water inside of them. You know, I feel like they just have it just probably passes through something to get to pick up a little bit. Don't I? Just feel like, I feel like, I feel like I haven't been in the basement.",0.9313650727272034,0 days 00:11:38,0 days 00:12:17,05/20/21,210520_003_me.wav
44, It was a great present.,0.9575623273849487,0 days 00:12:23.100000,0 days 00:12:24.300000,05/20/21,210520_003_me.wav
45," I kind of like, spots on.",0.8022323250770569,0 days 00:12:26,0 days 00:12:27.400000,05/20/21,210520_003_me.wav
46, Are we meeting tomorrow night isn't loving coming this summer. When is that?,0.8375574946403503,0 days 00:12:29.100000,0 days 00:12:36,05/20/21,210520_003_me.wav
47, Is it lovey? What happened?,0.7601183652877808,0 days 00:12:37.600000,0 days 00:12:41.100000,05/20/21,210520_003_me.wav
48, Basement.,0.8763818144798279,0 days 00:12:51.800000,0 days 00:12:52.500000,05/20/21,210520_003_me.wav
49," Oh, she lives in the city now.",0.7862978577613831,0 days 00:13:03.800000,0 days 00:13:05.500000,05/20/21,210520_003_me.wav
50, What's 11?,0.6388893723487854,0 days 00:13:06.500000,0 days 00:13:07.300000,05/20/21,210520_003_me.wav
51, Watch it live.,0.8129103183746338,0 days 00:13:09.800000,0 days 00:13:10.600000,05/20/21,210520_003_me.wav
52, Have you been? There is a good.,0.9422022700309753,0 days 00:13:11.700000,0 days 00:13:13,05/20/21,210520_003_me.wav
53," I love that, too.",0.804083526134491,0 days 00:13:21.300000,0 days 00:13:22.300000,05/20/21,210520_003_me.wav
54, I did. What did I write?,0.9336707592010498,0 days 00:13:23.700000,0 days 00:13:25.700000,05/20/21,210520_003_me.wav
55," It's so nice to sit here with you for like. Yeah, right?",0.8150964379310608,0 days 00:13:37.700000,0 days 00:13:40.500000,05/20/21,210520_003_me.wav
56," Yes, we do know where they want to do. Is you just drink sometimes and smoke sometimes.",0.9354998469352722,0 days 00:13:42.900000,0 days 00:13:50.600000,05/20/21,210520_003_me.wav
57, To be fair for the 1st of June.,0.707309901714325,0 days 00:13:54.400000,0 days 00:13:57.300000,05/20/21,210520_003_me.wav
58," How is that? When you went upstairs is something. You do it down here like a pain but like out the window like a like a, like a pitiful, just like a migrated phone.",0.8273429274559021,0 days 00:14:03.300000,0 days 00:14:28.200000,05/20/21,210520_003_me.wav
59, do they do smell a pain in my house and ventilation systems just like it just goes every,0.8618495464324951,0 days 00:14:28.800000,0 days 00:14:36,05/20/21,210520_003_me.wav
60," I don't think that other house of a shipment Legion system. My house just has like, my parents are insane with the grates, and every single room that like connect to every other. It's like a massive. And my parents hate smells.",0.9384869337081909,0 days 00:14:37.900000,0 days 00:14:51.200000,05/20/21,210520_003_me.wav
61," The rest of the house. Yes, but like it distributes really quickly and then like the space.",0.8987430334091187,0 days 00:14:53.300000,0 days 00:14:58.500000,05/20/21,210520_003_me.wav
62, Alexa.,0.3876335620880127,0 days 00:15:00.200000,0 days 00:15:00.800000,05/20/21,210520_003_me.wav
63, I don't like the smell of air freshener. My brother. They don't like sense. They don't like anything in the ass. Have a mass pensive ventilation systems.,0.9534685611724854,0 days 00:15:03.500000,0 days 00:15:17.500000,05/20/21,210520_003_me.wav
64," There is a sentence, like, like sense in the house. I'll give you cook something, or if you do, whatever I like.",0.9083045721054077,0 days 00:15:20.800000,0 days 00:15:28,05/20/21,210520_003_me.wav
65, What Only God Can we ask you to do that?,0.5990084409713745,0 days 00:15:42.500000,0 days 00:15:45.900000,05/20/21,210520_003_me.wav
66, Can you move over? So I can sit here?,0.8764183521270752,0 days 00:15:48.400000,0 days 00:15:51.700000,05/20/21,210520_003_me.wav
67, The wild.,0.48163852095603943,0 days 00:15:53.300000,0 days 00:15:55.600000,05/20/21,210520_003_me.wav
68," Okay, I've talked, I told her I'd like, I'd like. I talked to Ethan a smell in my son, myself and in done yet.",0.8504953384399414,0 days 00:16:05.700000,0 days 00:16:22.600000,05/20/21,210520_003_me.wav
69," Yeah, but he's being he's also I found on the train he was doing like architecture like in the middle of a school time. It was like there was no one in his life and we were friends with him. We were like every other day.",0.9185962677001953,0 days 00:16:25,0 days 00:16:56,05/20/21,210520_003_me.wav
70," No one you were. They want to, they think?",0.8219651579856873,0 days 00:16:59.300000,0 days 00:17:01.800000,05/20/21,210520_003_me.wav
71, The Greek old somehow.,0.8809189796447754,0 days 00:17:03.500000,0 days 00:17:04.900000,05/20/21,210520_003_me.wav
72, I told Serana a bunch.,0.5856483578681946,0 days 00:17:09.900000,0 days 00:17:11.600000,05/20/21,210520_003_me.wav
73, Okay.,0.9906603693962097,0 days 00:17:21.200000,0 days 00:17:21.900000,05/20/21,210520_003_me.wav
74," Yeah, I'm somewhere like that. So, it's, it's crazy. I haven't seen your face in a long time.",0.8431967496871948,0 days 00:17:23.400000,0 days 00:17:27.600000,05/20/21,210520_003_me.wav
75," Nope. You haven't talked to anyone. I like I think I spoke to Kelsey wants but like, what does she do it? What the what was it again?",0.9090402722358704,0 days 00:17:29.100000,0 days 00:17:37.300000,05/20/21,210520_003_me.wav
76," Yeah. Yeah, me too.",0.881743311882019,0 days 00:17:43,0 days 00:17:46.600000,05/20/21,210520_003_me.wav
77," Yeah, they are very close. Not really a person.",0.862476110458374,0 days 00:17:48.500000,0 days 00:18:01.100000,05/20/21,210520_003_me.wav
78," I was thinking like, around 8 as well.",0.8746492862701416,0 days 00:18:06.700000,0 days 00:18:12.100000,05/20/21,210520_003_me.wav
79, Luke the notable people.,0.6355689167976379,0 days 00:18:15.900000,0 days 00:18:17.800000,05/20/21,210520_003_me.wav
80, No. Talk to then. I think once.,0.712943971157074,0 days 00:18:20,0 days 00:18:22.900000,05/20/21,210520_003_me.wav
81, it was a good visit with you as he was like probably the person in this goal is by far the most likely to do that cuz she goes to Dortmund and I've liked on that were there before but,0.8809930086135864,0 days 00:18:35.200000,0 days 00:19:02.400000,05/20/21,210520_003_me.wav
82," Got shredded license plate. He was like he was, he was like, he's like really blossomed.",0.8387945890426636,0 days 00:19:03,0 days 00:19:31.500000,05/20/21,210520_003_me.wav
83," Item, two Farhan.",0.3339179456233978,0 days 00:19:36.600000,0 days 00:19:37.500000,05/20/21,210520_003_me.wav
84, How old are these people?,0.7455439567565918,0 days 00:19:41.400000,0 days 00:19:44.300000,05/20/21,210520_003_me.wav
85," Like I feel like I know the people kind I just want unbelievably kind passing, but she's just too.",0.9337507486343384,0 days 00:19:47.400000,0 days 00:20:04,05/20/21,210520_003_me.wav
86, Arizona.,0.5388744473457336,0 days 00:20:09,0 days 00:20:09.700000,05/20/21,210520_003_me.wav
87, And 13 for me.,0.6355431079864502,0 days 00:20:11.100000,0 days 00:20:12.400000,05/20/21,210520_003_me.wav
